 ”,w
绣金匾,nz
绣制,vn,v
戌麟,nr
需,v,vn
需范,nr
需求,n
需求量,n
需水,vn
需水量,n
需要,n,vn,v
虚,d,a
虚报,v
虚度,v
虚构,v
虚汗,n
虚幻,n
虚晃一枪,l
虚假,a,an,ad
虚空,a
虚夸,v
虚靡,a
虚名,n
虚拟,v
虚胖,n
虚荣心,n
虚弱,a
虚设,vn
虚实,n
虚脱,vn
虚无,b
虚心,ad,a
虚掩,v
虚应,v
嘘寒问暖,i
须,d,Vg,Ng
须发,n
须眉,n
须水镇,ns
须要,v
须知,n,v
须臾,t
徐,nr
徐都,n
徐汇,ns
徐家汇,ns
徐行,v
徐徐,d
徐州,ns
徐州市,ns
许,nr,m,v
许昌,ns
许昌市,ns
许多,m
许家坝,ns
许家坝区,ns
许久,m
许可,v,vn
许可法,n
许可证,n
许可证费,n
许老,nr
许诺,v
许塞尔,nr
许许多多,m
许愿,v
蓄,v
蓄芳,v
蓄积,v
蓄势待发,l
蓄水,vn,v
蓄水池,n
蓄意,d
酗酒,v
叙,v,j
叙利亚,ns
叙事性,n
叙述,vn,v
叙说,vn,v
叙永县,ns
旭,nr
旭东,nr
旭刚,nr
旭辉,nr
旭日,n,nz
旭日东升,l
旭山,nr
旭宇,nr
序,n
序国,nr
序号,n
序列,n
序幕,n
序盘,n
序曲,n
序顺,nr
序言,n
畜,Ng
畜产品,n
畜科所,j]nt
畜牧,n
畜牧病,n
畜牧局,n]nt
畜牧业,n
畜禽,n
絮,v
绪,nr
绪豹,nr
绪恭,nr
绪论,n
绪明,nr
绪谦,nr
绪英,nr
绪珩,nr
续,v
续春,nr
续建,v
续展,v
轩然大波,i
喧闹,v,vn
喧闹声,n
喧嚣,vn,v
宣,nr
宣布,v,vn
宣称,v
宣传,v,vn
宣传部,n]nt,n
宣传部长,n
宣传处,n]nt
宣传队,n
宣传股,n]nt
宣传画,n
宣传科,n]nt
宣传品,n
宣传日,n
宣传司,n]nt
宣传月,n
宣传站,n
宣传周,n
宣读,v
宣告,v
宣汉县,ns
宣和镇,ns
宣化,ns
宣讲,v
宣教,j
宣林,nr
宣明会,n
宣判,vn,v
宣誓,v,vn
宣王,nr
宣武区,ns
宣泄,v
宣新,nr
宣言,n]nz,n
宣言书,n
宣扬,v
宣战,v
宣昭,nr
悬,v,Ag
悬案,n
悬壁,n
悬而未决,i
悬浮,v
悬浮剂,n
悬挂,v,vn
悬空,vd,v
悬空寺,n
悬念,v,n
悬殊,a,an
悬梯,n
悬崖,n
悬崖峭壁,i
悬置,v
旋,Vg,d
旋动,v
旋风,n
旋即,d
旋律,n
旋涡,n
旋转,v,vn
玄奥,a
玄机,n
玄妙,a
选,v,nr
选案,v
选拔,v,vn
选编,v,vn
选材,n
选出,v
选登,v
选定,v,vn
选段,n
选稿,v
选购,v
选集,n
选举,vn,v
选举法,n
选举年,n
选举权,n
选举者,n
选刊,n
选料,n
选煤厂,n
选民,n
选派,v
选配,v
选票,n
选聘,v
选平,nr
选区,n
选曲,n
选取,v
选蓉,nr
选士学,n
选手,n
选送,v
选题,n
选系,n
选线,vn
选修课,n
选用,v,vn
选优淘劣,l
选育,v,vn
选择,v,vn
选址,v
选中,v
选种,v
选装型,n
选萃,n
绚烂,a,an
绚丽,a
绚丽多彩,i
绚丽多姿,i
绚丽夺目,l
靴子,n
薛,nr
薛庄村,ns
学,Ng,v,vn
学部,n
学部委员,n
学成,v,nr
学诚,nr
学春,nr
学发,nr
学法,v
学费,n
学锋,nr
学风,n
学府,n
学功,nr
学海,nr
学好,v
学画,v
学辉,nr
学会,v,n]nt,n,nr
学籍,n
学俭,nr
学江,nr
学界,n
学津,nr
学军,nr
学科,n
学科点,n
学历,n
学联,j]nt,j
学良,nr
学龄儿童,n
学龙,nr
学敏,nr
学明,nr
学铭,nr
学年,n
学农,nr
学派,n
学鹏,nr
学平,nr
学期,n
学谦,nr
学前教育,l
学强,nr
学勤,nr
学仁,nr
学人,n
学如,nr
学生,n
学生会,n
学识,n
学术,n
学术界,n
学术团体,n
学术性,n
学说,n
学泰,nr
学堂,n
学童,n
学位,n
学位办,j]nt
学文,nr
学问,n
学无止境,l
学武,nr,v
学习,v,vn
学习班,n
学习者,n
学贤,nr
学祥,nr
学校,n,n]nt
学学,v
学养,n
学业,n
学业有成,l
学以致用,i
学艺,v
学义,nr
学有所长,l
学有所成,l
学友,n
学员,n
学员队,n
学源,nr
学院,n]nt,n
学院派,n
学杂费,n
学增,nr
学者,n
学者型,b
学智,nr
学子,n
学煜,nr
穴,Ng
穴位,n
雪,n,nr
雪白,z
雪豹,n
雪被,n
雪崩,n
雪碧,nr
雪冰,nr
雪村,nr
雪道,n
雪地,n
雪地鞋,n
雪豆,n
雪芬,nr
雪峰,n,n]ns
雪佛莱,nz
雪糕,n
雪海,n
雪后,t
雪花,n
雪兰,nr
雪良,nr
雪龙,nz,n
雪梅,nr
雪鸟,n
雪片,n
雪芹,nr
雪情,n
雪球,n
雪人,n
雪绒花,n
雪山,n
雪上加霜,i
雪神,n
雪石,nr
雪水,n
雪松,nr
雪天,n
雪洗,v
雪野,n
雪夜,n
雪印,nz
雪域,n
雪原,n
雪灾,n
雪灾区,n
雪珍,nr
雪中送炭,i
雪州,nr
血,n
血本无归,l
血泊,n
血管,n
血汗,n
血汗钱,n
血迹,n
血浆,n
血泪,n
血淋淋,z
血流,n
血流变,n
血脉,n
血泡,n
血清,n
血肉,n
血肉相连,i
血水,n
血丝,n
血糖,n
血统,n
血吸虫,n
血型,n
血性,n
血压,n
血样,n
血液,n
血印,n
血友病,n
血雨腥风,i
血缘,n
血战,n
血站,n
血脂,n
血制品,n
勋,Ng,nr
勋努达美,n
勋贤,nr
勋章,n
熏,v
熏染,v
熏陶,vn
熏蒸,vn
循,Vg
循规蹈矩,i
循环,vd,vn,v
循环不断,l
循环赛,n
循环往复,l
循环系统,l
循序渐进,i
旬刊,n
询,nr
询问,v,vn
寻,v
寻常,a
寻法,n
寻访,vn,v
寻呼,vn,v
寻呼机,n
寻呼台,n
寻呼网,n
寻梅,nr
寻觅,v
寻求,v
寻医,v
寻找,v,vn
寻踪,vn
驯,v
驯化,v
驯兽,v
巡,Vg
巡查,vn
巡护,vn
巡回,v,vn,vd
巡回演出,l
巡警,n
巡警班,n
巡警队,n]nt
巡礼,vn
巡逻,v,vn
巡逻队,n
巡视,vn,v
巡视员,n
巡游,v,vn
巡展,v
巡诊,v,vn
殉,Vg
殉情,v
汛期,t
汛前,t
训,v,nr
训保,j
训诚,nr
训话,v
训诫,vn
训军,nr
训练,vn,v
训练班,n
训练场,n
训练费,n
训练馆,n]ns
训练局,n
训知,nr
讯,Ng,Vg
讯问,v
逊,Vg
逊色,a,an
迅疾,z
迅捷,a
迅猛,ad,a
迅敏,a
迅速,ad,a,an
压,v
压倒,v
压低,v
压电,vn
压锭,v,vn
压分,v
压服,v
压根儿,d
压力,n
压力壳,n
压迫,v,vn
压岁钱,n
压缩,v,vn
压缩饼干,n
压缩机,n
压题,vn
压抑,vn,v
压展,v
压制,vn,v
压轴戏,n
押,v
押金,n
鸦片,n
鸦片战争,nz
鸦雀无声,i
鸭,Ng
鸭蛋,n
鸭梨,n
鸭绿江,ns
鸭群,n
鸭子,n
鸭子坝,ns
呀,y
芽,n
芽白,n
芽包,n
芽苗菜,n
芽球,n
牙,n
牙病,n
牙齿,n
牙缝,n
牙膏袋式,n
牙克西,l
牙刷,n
牙痛,vn
牙龈,n
崖,Ng
崖壁,n
崖顶,s
崖沟,n
涯,Ng
雅,Ag,Dg
雅丹,nr
雅典,ns
雅典娜Ⅱ型,nz
雅芳,nr
雅戈尔,nz
雅各布·姆万萨·卡宾加,nr
雅古布,nr
雅加达,ns
雅加达市,ns
雅敬,nr
雅克,n
雅乐,n
雅丽,nr
雅莲,nr
雅玲,nr
雅苗尔科斯基,nr
雅名,v
雅平,nr
雅士,n
雅事,n
雅俗,n
雅俗共赏,i
雅棠,nr
雅温得,ns
雅文,nr
雅心,nr
雅雨堂,ns
雅韵,n
雅致,a
雅砻江,ns
哑巴,n
哑巴吃饺子,l
哑门穴,n
哑女,n
亚,j,Vg
亚彪,nr
亚彬,nr
亚伯,nr
亚当斯,nr
亚东,nr
亚范,nr
亚芳,nr
亚非拉,j
亚夫,nr
亚福,nr
亚光,nr
亚辉,nr
亚锦赛,j
亚俱杯,j
亚军,n
亚君,nr
亚凯迪严市,ns
亚历克·诺夫,nr
亚龙湾,ns
亚敏,nr
亚明,nr
亚南,nr
亚男,nr
亚欧,j
亚欧大陆桥,n
亚萍,nr
亚平,nr
亚卿,nr
亚清,nr
亚热带,n
亚世达,nz
亚斯特任布斯基,nr
亚太地区,j
亚太经济,j
亚特兰大,ns
亚细亚,nz
亚先,nr
亚硝化螺,n
亚硝化螺菌,n
亚硝酸盐,n
亚辛,nr
亚型,n,nz
亚宣,nr
亚衍,nr
亚裔,n
亚音速,n
亚于,v
亚原子,n
亚运村,ns
亚运会,n
亚种,n
亚洲,ns
亚洲区,n
讶异,v
焉,y,r,d,v
咽,v
咽喉,n
阉割,v
烟,n,v,n]nz
烟波,n
烟草,n
烟草商,n
烟草业,n
烟厂,n]nt
烟尘,n
烟囱,n
烟道,n
烟道式,b
烟贩,n
烟花,n
烟花弹,n
烟火,n
烟酒,n
烟卷,n
烟客,n
烟民,n
烟台,ns
烟台市,ns
烟田,n
烟筒,n
烟头,n
烟退云敛,i
烟雾,n
烟雾弥漫,l
烟瘾,n
烟霭霞影,l
淹,vn,v
淹没,v
淹没区,n
淹死,v
盐,n
盐城,ns
盐碱地,n
盐碱化,vn
盐山,ns
盐田港,ns
严,nr,a,ad
严查,v
严惩,v,vn
严惩不贷,i
严词,d
严打,v
严冬,t
严防,v
严父慈母,l
严格,a,ad,v,an
严寒,a,an
严加,vd,v
严谨,a,ad
严禁,v,vd
严峻,a
严酷,a,an
严酷性,n
严厉,a,ad
严令禁止,l
严密,a,ad
严密性,n
严明,a
严守,v
严肃,a,ad,v
严肃性,n
严刑,n
严严实实,z
严以律己,l
严于律己,i
严阵以待,i
严正,nr
严重,a,ad,an
严重性,n
研,v
研读,v
研究,vn,v
研究馆员,n
研究会,n]nt,n
研究生,n
研究生院,n]nt
研究史,n
研究室,n]nt,n
研究所,n,n]nt
研究型,b
研究员,n
研究院,n]nt,n
研究者,n
研究组,n]nt
研讨,vn,v
研讨班,n
研讨会,n,n]nt
研习班,n
研修班,n
研制,v,vn
岩,nr
岩层,n
岩洞,n
岩浆,n
岩石,n
延,nr
延安,ns
延安市,ns
延斌,nr
延昌,nr
延长,nz,v,vn
延东,nr
延广,nr
延缓,v
延吉,ns
延吉路,ns
延龄,nr
延绵不断,i
延明,nr
延年,nr
延年益寿,i
延期,v,vn
延奇,nr
延庆,ns
延庆县,ns
延荣,nr
延森,nr
延伸,v,vn
延松,nr
延为,v
延误,v,vn
延续,v,vn
延展性,n
言,Ng,Vg,nr
言彬,nr
言传,v
言传身教,i
言辞,n
言词,n
言而有信,i
言和,v
言简意赅,i
言路,n
言论,n
言情,n
言情小说,n
言谈,n
言谈举止,i
言行,n
言言,v
言犹在耳,i
言语,n,vn
颜,nr,Ng
颜料,n
颜色,n
颜体,n
颜雄,nr
颜雨,nr
阎,nr
阎·豪伟,nr
阎三囤,ns
炎,nr
炎帝,n
炎黄子孙,n
炎培,nr
炎热,a
炎日,n
炎唐,nr
炎午,nr
炎炎,z
炎症,n
沿,p
沿岸,f
沿儿,n
沿革,n
沿海,f
沿海地区,s
沿河,n
沿湖,f
沿江路,ns
沿途,d,b
沿袭,v
沿线,f
沿用,v
沿着,p
奄奄一息,i
掩,v
掩藏,v
掩盖,v
掩护,vn,v
掩埋,v
掩人耳目,i
掩饰,v
掩映,v
眼,q,n
眼馋,v
眼福,n
眼高手低,i
眼观六路,l
眼光,n
眼红,v
眼花缭乱,i
眼尖,a
眼见,v
眼见为实,l
眼角,n
眼睫毛,n
眼界,n
眼睛,n
眼镜,n
眼镜架,n
眼看,v,d
眼科,n
眼眶,n
眼泪,n
眼里,s
眼力,n
眼帘,n
眼冒金星,l
眼目,n
眼皮,n
眼前,t,s
眼球,n
眼圈,n
眼热,a
眼色,n
眼神,n
眼熟,a
眼窝,n
眼下,t
眼药,n
眼中,s
眼珠,n
衍,nr,Vg
衍东,nr
衍化,v
衍泉,nr
衍生,vn,v
衍银,nr
演,v,j
演变,vn,v
演播,vn
演播厅,n,n]ns
演唱,v,vn
演唱队,n
演唱会,n
演唱者,n
演出,vn,v
演出队,n
演出票,n
演出团,n
演出者,n
演出证,n
演丰,ns
演丰镇,ns
演化,v,vn
演化史,n
演技,n
演讲,v,vn
演讲会,n
演讲者,n
演进,vn,v
演剧队,n]nt
演练,vn
演示,v,vn
演示会,n
演说,vn,v
演习,v,vn
演习场,n
演戏,v
演艺,n
演艺界,n
演艺圈,n
演绎,v
演员,n
演职人员,n
演职员,j
演奏,v,vn
演奏家,n
演奏者,n
艳,a,nr
艳春,nr
艳芳,nr
艳红,nr
艳华,nr
艳丽,a
艳玲,nr
艳宁,nr
艳羡,vn
艳艳,nr
艳珍,nr
堰,Ng
燕,nr
燕红,nr
燕辉,nr
燕杰,nr
燕君,nr
燕莉,nr
燕丽,nr
燕麦草,n
燕麦地组,ns
燕铭,nr
燕平,nr
燕塞湖,ns
燕莎,nz
燕山,ns
燕升,nr
燕文,nr
燕翔,nr
燕祥,nr
燕赵,ns
燕子,n,nr
燕子垭,ns
燕瑾,nr
厌,Vg
厌恶,v
厌烦,v
厌烦感,n
厌倦,v
厌战,vn
砚方,nr
砚田,n
雁,nr,n
雁城,n
雁荡,nr,ns
雁栖,nz
雁滩,nz
雁鹰,nr
雁泽,nr
雁阵,n
雁翎,nr
彦,nr
彦斌,nr
彦红,nr
彦加,nr
彦军,nr
彦申,nr
彦生,nr
彦田,nr
彦武,nr
彦修,nr
彦中,nr
彦忠,nr
彦仲,nr
焰,nr
焰火,n
宴,Ng
宴会,n
宴会厅,n
宴会桌,n
宴请,vn,v
宴席,n
谚语,n
验,v
验方,n
验放,vn,v
验管,v
验票,v
验讫章,n
验收,v,vn
验收关,n
验伪机,n
验证,vn,v
验证台,n
殃及,v
央杰本,nr
央求,v
央视,j
央行,j
秧,nr,Ng
秧歌,n
秧歌队,n
秧歌赛,n
秧苗,n
杨,nr
杨村,ns
杨花台村,ns
杨家湖,ns
杨浦区,ns
杨士岗镇,ns
杨树,n
杨树林,n
杨宋镇,ns
杨总,nr
扬,Vg,nr
扬·布鲁克内尔,nr
扬长避短,i
扬长而去,i
扬店乡,ns
扬帆,v
扬花,v
扬眉吐气,i
扬眉万里,l
扬眉捋须,l
扬蒙,nr
扬起,v
扬水站,n
扬威,v
扬文,nr
扬言,v
扬抑取舍,l
扬州,ns
扬祖,nr
羊,n,nr
羊布病,n
羊草,n
羊肠小道,i
羊城,ns
羊粪,n
羊羔,n
羊毛,n
羊毛里,n
羊毛绒,n
羊毛衫,n
羊毛衫裤,j
羊皮袄,n
羊皮感,n
羊圈,n
羊群,n
羊绒,n
羊绒衫,n
羊肉,n
羊三木,ns
羊蹄甲,nz
羊油,n
羊脂,n
羊崽,n
洋,Ag,Ng,nr
洋参,n
洋场,n
洋车夫,n
洋葱,n
洋底,s
洋弟子,n
洋房,n
洋华堂,n]nt,n
洋槐,n
洋荤,n
洋货,n
洋龙,nr
洋楼,n
洋面,n
洋模特,n
洋女婿,n
洋片,n
洋坪,ns
洋浦,ns
洋人,n
洋生,nr
洋为中用,l
洋媳妇,n
洋相,n
洋行,n]nt
洋洋得意,i
洋洋自得,i
洋溢,v
洋油,n
洋芋,n
洋洲村,ns
洋洲镇,ns
洋装,n
阳,Ag,nr,Ng,b
阳朝乡,ns
阳城,ns
阳春,n
阳春白雪,i
阳光,n
阳光厅,n
阳江,ns
阳历,n
阳泉,ns
阳石隘,ns
阳朔,ns
阳朔县,ns
阳台,n
阳信县,ns
阳性,n
阳婷,nr
氧,n
氧分压,n
氧分子,n
氧化,v
氧气,n
氧气瓶,n
氧原子,n
仰,v
仰观,v
仰慕,v
仰山村,ns
仰天,d
仰望,v
仰泳,vn
养,v
养病,v,vn
养成,v,vn
养儿防老,l
养父,n
养狐,v
养狐场,n
养鸡,v
养鸡场,n,n]ns
养鸡户,n
养老,vn,v
养老保险金,n
养老金,n
养路,vn
养路工,n
养鹿场,n]ns
养牛,v
养牛业,n
养女,n
养气,v
养禽,vn
养生,vn
养蟹,v
养鸭户,n
养颜,vn
养鱼,v,vn
养鱼池,n
养育,v
养正,nr
养殖,vn,v
养殖场,n,n]ns
养殖户,n
养殖链,n
养殖学,n
养殖业,n
养猪,v
养猪场,n
养猪村,n
养猪户,n
养尊处优,i
样,q,u,Ng
样板,n
样本,n
样本股,n
样儿,n
样刊,n
样品,n
样式,n
样样,q
样子,n
漾,v
邀,v,vn
邀功,v
邀集,v
邀请,v,vn
邀请函,n
邀请赛,n
腰,n
腰包,n
腰缠万贯,i
腰带,n
腰杆,n
腰鼓,n
腰果,n
腰酸背疼,l
腰酸腿痛,l
腰肢,n
腰椎,n
瑶,j,nr
瑶家,n
瑶民,n
瑶山,n
瑶乡,n
瑶族,nz
摇,v
摇摆,v
摇窗,n
摇荡,v
摇动,v
摇滚,n
摇晃,v
摇篮,n
摇钱树,n
摇身一变,i
摇头,v
摇头摆尾,i
摇摇,v
摇摇曳曳,v
摇摇欲坠,i
摇曳,v
摇曳多姿,l
摇音,nr
尧,nr
尧卿,nr
尧西·索朗卓玛,nr
尧西·旺堆,nr
遥,Ag
遥感,n
遥控,vn,v
遥望,v
遥相呼应,i
遥想,v
遥远,a
遥远号,nz
遥祝,v
窑,Ng
窑壁,n
窑洞,n
窑儿洼,ns
窑具,n
谣,Ng
谣诼,n
姚,nr
咬,v
咬牙,v
咬牙切齿,i
咬咬,v
舀,v
药,n,v
药材,n
药厂,n]nt
药店,n
药方,n
药房,n,n]nt
药费,n
药膏,n
药剂,n
药价,n
药检,j
药酒,n
药理系,n]nt
药疗,n
药名,n
药膜,n
药片,n
药品,n
药铺,n
药书,n
药栓,n
药水,n
药王,n
药物,n
药箱,n
药械,n
药学,n
药学会,n]nt
药学院,n]nt
药业,n
药业界,n
药用,b
药渣,n
要,v,Ag,c
要案,n
要不,c
要不然,c
要不是,c
要冲,n
要道,n
要点,n
要害,n
要好,a
要价,v
要紧,a
要领,n
要么,c
要命,v
要求,n,v,vn
要求者,n
要是,c
要素,n
要挟,vn
要言不烦,i
要义,n
要员,n
要职,n
耀,Vg,nr
耀邦,nr
耀宾,nr
耀光,nr
耀华,nr
耀华力路,ns
耀基,nr
耀良,nr
耀明,nr
耀荣,nr
耀文,nr
耀武,nr
耀先,nr
耀眼,a
耀宇,nr
耀智,nr
耀中,nr
耀宗,nr
耀祖,nr
耀寰,nr
椰,Ng
椰雕工艺瓶,n
椰树,n
椰影,n
椰枣,n
椰子,n
椰子汁,n
耶城,ns
耶路撒冷,ns
耶稣,nr
爷们,n
爷爷,n
野,a,b
野菜,n
野草,n
野炊,v
野村,nz
野渡,nr
野花,n
野火烧不尽,i
野鸡,n
野蛮,an
野趣,n
野雀儿,n
野人,n
野生,b
野生虎,n
野史,n
野兽,n
野外,s
野外队,n
野味,n
野心,n
野鸭,n
野营,vn
野战,b
野战军,n
野猪,n
冶,nr,Vg
冶金,n
冶金部,nt
冶金焦,n
冶炼,v,vn
冶炼厂,n]nt,n
也,d,y,u,nr
也罢,y
也刚,nr
也好,y
也就是说,l
也门,ns
也许,d
页,q
页岩石,n
掖县,ns
业,Ng,j,k
业长,nr
业大,j
业定,nr
业刚,nr
业国,nr
业户,n
业绩,n
业江,nr
业明,nr
业内人士,n
业宁,nr
业态,n
业汪,nr
业务,n
业务精,n
业务性,n
业务员,n
业已,d
业余,b
业余组,n
业湛,nr
业忠,nr
业主,n
叶,Ng,j,nr,q
叶窗,n
叶翠欲滴,l
叶赫,nr
叶赫那拉,nr,nz
叶猴,n
叶卡捷琳堡,ns
叶利钦,nr
叶片,n
叶球,n
叶氏,nr
叶芽儿,n
叶子,n
曳动,v
腋下,s
夜,Tg,q
夜班,n
夜半,t
夜半更深,l
夜不闭户,i
夜餐,n
夜场,n
夜大学,n
夜风,n
夜航,n
夜话,v
夜间,t
夜景,n
夜空,n
夜来香,n
夜阑人静,i
夜里,t
夜明珠,n
夜幕,n
夜色,n
夜深,t
夜深人静,l
夜市,n
夜晚,t
夜校,n
夜以继日,i
夜帐,n
夜总会,n
液,Ng
液氮,n
液化气,n
液化气船,n
液晶,n
液态,n
液态水,n
液体,n
液相,n
液相色谱仪,n
液压,n
液氧箱,n
一,m,d,nr,j
一○六,m
一八四八年,t
一把,d
一把把,m
一把手,n
一百,m
一百八十,m
一百八十九,m
一百八十四,m
一百八十一万,m
一百单八将,n
一百点○五亿,m
一百二十,m
一百二十八,m
一百二十八亿,m
一百二十六,m
一百二十三,m
一百二十万,m
一百二十五,m
一百九十,m
一百九十九,m
一百九十三,m
一百九十五,m
一百零六,m
一百零四,m
一百六十,m
一百六十九,m
一百六十九点一亿,m
一百六十万,m
一百六十一个,m
一百七十,m
一百七十亿,m
一百三十,m
一百三十八,m
一百三十一点四五万,m
一百四十,m
一百四十二,m
一百万,m
一百五十,m
一百五十万,m
一百五十万零一百,m
一百一十二,m
一百一十六点六万,m
一百一十四点三,m
一百亿,m
一败涂地,i
一班人,l
一般,u,a,ad,an
一般说来,l
一般性,n
一板一眼,i
一半,m
一半儿,m
一饱眼福,l
一辈子,m
一本本,m
一笔笔,m
一碧如洗,l
一臂之力,i
一边,d,f
一边倒,v
一斌,nr
一兵,nr
一并,d
一并了之,l
一波,nr
一波三折,i
一渤,nr
一不小心,l
一步步,m
一步到位,l
一步登天,i
一步一个脚印,l
一部分,m
一草一木,i
一侧,f,n
一册册,m
一产,j
一场场,m
一唱一和,i
一超,j
一朝一夕,i
一车车,m
一尘不染,i
一成不变,i
一筹,n
一筹莫展,i
一触即发,i
一串串,m
一幢幢,m
一锤锤,m
一锤定音,i
一次次,m
一次性,d,b
一丛丛,m
一簇簇,m
一寸寸,m
一大半,m
一大二公,l
一大家子,l
一大早,t
一带,n
一代,n
一代代,m
一代人,n
一丹,nr
一旦,d
一档,b
一刀切,v
一道,d
一道道,m
一得之见,i
一等,b
一等功,n
一等奖,n
一点,m
一点点,m
一点点儿,m
一点儿,m
一点二五亿,m
一点六八亿,m
一点六六万,m
一点六万,m
一点七万,m
一点七亿,m
一点三万,m
一点三亿,m
一点四,m
一点四万,m
一点五万,m
一点五五万,m
一点一八万,m
一点一滴,i
一点一点,m
一丁,nr
一丁点儿,m
一定,d,b
一定量,n
一度,d
一端,n
一段段,m
一堆堆,m
一对,m
一对对,m
一多,nr
一多半,m
一朵朵,m
一二,m
一二·九,t
一二百,m
一二九,m
一二三四,m
一二十,m
一帆风顺,i
一番,m
一番话,n
一凡,nr
一方面,c
一方平安,l
一方有难,l
一飞冲天,i
一分为八,l
一分为二,i
一份份,m
一封封,m
一幅幅,m
一副副,m
一概,d
一概而论,i
一刚,nr
一岗双责,j
一个,m
一个半,m
一个个,m
一个劲,d
一个样,l
一共,d
一鼓作气,i
一股股,m
一股就灵,l
一股了之,l
一股脑儿,l
一贯,d,b
一贯制,l
一光,nr
一锅端,l
一国两制,j
一号机,n
一哄而起,i
一哄而上,i
一虎势单,l
一花独放不是春,l
一晃儿,d
一会,m
一会儿,m
一机连,j
一级,b
一季度,t
一家,n
一家家,m
一家人,n
一家一户,l
一架架,m
一坚,nr
一剪梅,nz
一见钟情,i
一件件,m
一角,n
一届届,m
一经,d
一九八二年,t
一九八六年,t
一九八七年,t
一九八三年,t
一九八五年,t
一九九○年,t
一九九八,m
一九九八年,t
一九九二,m
一九九二年,t
一九九九年,t
一九九六,m
一九九六．四．五,t
一九九六年,t
一九九七,m
一九九七年,t
一九九三年,t
一九九四年,t
一九九五年,t
一九六八年,t
一九六二年,t
一九六三年,t
一九六五年,t
一九七九年,t
一九七七年,t
一九四○年,t
一九四九年,t
一九四三年,t
一九五三年,t
一九一九年,t
一九一四年,t
一举,d
一举两得,i
一举四得,l
一举一动,i
一句话,l
一军,nr
一棵棵,m
一颗颗,m
一刻,m
一孔之见,i
一口气,d,n
一块,s
一块儿,s,d
一块块,m
一捆捆,m
一来,c
一揽子,l
一览,n
一览无余,i
一粒粒,m
一连,d
一连串,l
一两,m
一两百,m
一两点钟,t
一两万,m
一辆辆,m
一溜儿,l
一流,b
一垄垄,m
一路,m
一路风尘,l
一路顺风,i
一缕缕,m
一律,d
一落千丈,i
一马当先,i
一脉相承,i
一满意,j
一枚枚,m
一门心思,l
一米板,n
一秘,n
一棉厂,j]nt
一面,d,f
一面面,m
一民,nr
一明,nr
一鸣,nr
一鸣惊人,i
一幕幕,m
一目了然,i
一年到头,l
一年年,m
一年期,b
一年四季,l
一年一度,i
一怒之下,l
一诺千金,i
一拍即合,i
一排排,m
一派,b
一旁,f
一批批,m
一篇篇,m
一片片,m
一片汪洋,i
一品,b
一平,nr
一瓶子不满,l
一破了之,l
一齐,d
一起,s,d
一气之下,l
一汽,j
一千,m
一千八百,m
一千八百四十三,m
一千二百,m
一千二百二十五,m
一千二百零五,m
一千二百三十九,m
一千九百五十八,m
一千零二十,m
一千零六十五万,m
一千六百,m
一千六百八十万,m
一千七百七十一亿,m
一千三百,m
一千三百八十九,m
一千三百二十五万,m
一千三百二十五亿,m
一千三百九十九亿,m
一千三百四十,m
一千三百五十万,m
一千三四百,m
一千四百,m
一千四百亿,m
一千万,m
一千五百,m
一千五百万,m
一千一百,m
一千一百一十三,m
一千亿,m
一钱不值,i
一窍不通,i
一切,r
一轻,j
一清,nr
一清二楚,l
一清早,t
一秋,nr
一曲曲,m
一去不返,l
一去不复返,l
一圈圈,m
一群群,m
一日,t
一日三餐,l
一日游,l
一日之功,l
一如既往,i
一身,n
一身正气,l
一审,b
一声不吭,l
一声声,m
一生,n
一失足成千古恨,l
一石多鸟,i
一时,t
一时间,t
一时之困,l
一视同仁,i
一试身手,l
一手,n,d
一手包办,i
一首首,m
一树了之,l
一束束,m
一双双,m
一瞬,t
一丝不苟,i
一丝丝,m
一丝一毫,i
一艘艘,m
一台台,m
一趟趟,m
一体,n
一体化,vn,v
一体式,b
一天到晚,l
一天天,m
一条龙,n
一条条,m
一条心,n
一同,d
一统天,l
一统天下,i
一头,d,m
一头头,m
一拖,j
一万,m
一万八,m
一万二千,m
一万零一百二十亿,m
一万七千五百二十九亿,m
一万五千六百,m
一往情深,i
一往无前,i
一望无际,i
一望无垠,l
一尾尾,m
一味,d
一无是处,i
一无所获,i
一无所有,i
一五一十,i
一席话,n
一席之地,i
一下,m
一下子,m
一显身手,l
一线,n
一厢情愿,i
一箱箱,m
一项项,m
一向,d
一笑置之,i
一些,m
一心,d
一心一意,i
一星,m
一行,n
一行行,m
一言九鼎,i
一言一行,i
一眼,d
一氧化碳,n
一样,u,a
一页页,m
一业,n
一叶叶,m
一叶障目,i
一夜间,t
一夜夜,m
一一,d
一一五,m
一衣带水,i
一以贯之,i
一亿,m
一应,b
一应俱全,i
一又四分之三,m
一隅,n
一语道破,i
一语惊人,i
一元复始,l
一元性,n
一院制,j
一跃而起,l
一月,t
一月份,t
一再,d
一早,t
一则,c
一盏盏,m
一张张,m
一招一式,l
一针,j
一针见血,i
一阵,m
一阵风,l
一阵阵,m
一阵子,m
一整两反,j
一整套,m
一整天,t
一帧帧,m
一枝独秀,i
一支支,m
一直,d
一只只,m
一致,ad,a,an
一致性,n
一中,j]nt
一中全会,j,j]nz
一中一台,j
一株株,m
一抓到底,l
一专多能,i
一桩桩,m
一准儿,d
一字排开,l
一醉方休,l
一座座,m
一爿爿,m
一颦一笑,l
一蹶不振,i
